Business ID,Accreditation No.,Business Name,CDE,TDC,PDC,TOTAL,Organization Address,Organization Types,Validity,Status,Region
DS-23-0248132,DS-2022-00010-09,TL MABUHAY - IPIL,0,48,56,104,"NATIONAL ROAD, Ipil Heights, IPIL (Capital), ZAMBOANGA SIBUGAY, 7001",Driving School - Main Office,03/01/2023,Expired,Region IX
DS-23-0248143,DS-2020-00104-09,TL MABUHAY - ZAMBOANGA CITY,0,48,56,104,"YUBENCO STARMALL, Putik, ZAMBOANGA CITY, ZAMBOANGA DEL SUR, 7000",Driving School - Main Office,03/01/2024,Expired,Region IX
DS-23-0248171,DS-2024-00001-09,THRIVERS INSTITUTE OF TECHNOLOGY AND ASSESSMENT CENTER INC,40,48,56,200,"NATIONAL ROAD, Tiguma, PAGADIAN CITY (Capital), ZAMBOANGA DEL SUR, 7016",Driving School - Main Office,07/16/2026,Active,Region IX
DS-23-0248187,R09-23-005605,DIPOLOG SCHOOL OF FISHERIES,0,48,56,104,"NATIONAL ROAD, Olingan, DIPOLOG CITY (Capital), ZAMBOANGA DEL NORTE, 7100",Driving School - Main Office,03/01/2023,Expired,Region IX
DS-23-0248212,DS-2020-00011-09,B2 DRIVING SCHOOL,40,80,80,200,"105 - STA FILOMENA, Santa Filomena, DIPOLOG CITY (Capital), ZAMBOANGA DEL NORTE, 7100",Driving School - Main Office,08/31/2024,Expired,Region IX
DS-23-0248218,DS-2020-00021-09,LTO COOP PAGADIAN CITY,0,80,40,120,"ZONE 5, Tiguma, PAGADIAN CITY (Capital), ZAMBOANGA DEL SUR, 7016",Driving School - Main Office,07/18/2024,Expired,Region IX
DS-23-0248259,DS-2024-00005-09,CINCO MAJESTUOSO INC,0,46,58,104,"SUNSET BOULEVARD, Dawo (Pob.), DAPITAN CITY, ZAMBOANGA DEL NORTE, 7101",Driving School - Main Office,08/12/2026,Active,Region IX
DS-23-0248260,DS-2024-00007-09,GERMRITZ DRIVING ACADEMY,40,48,56,200,"LTO COMPOUND,NATIONAL HIGHWAY, Tiguma, PAGADIAN CITY (Capital), ZAMBOANGA DEL SUR, 7016",Driving School - Main Office,10/30/2026,Active,Region IX
DS-23-0248268,DS-2020-00029-09,ICT DRIVING SCHOOL,0,48,56,104,"P-71, Datu Panas, BUUG, ZAMBOANGA SIBUGAY, 7009",Driving School - Main Office,09/13/2024,Expired,Region IX
DS-23-0248291,DS-2025-00004-09,FL & ROAD SAFETY DRIVING SCHOOL,0,95,77,172,"NATIONAL ROAD, Poblacion, SINDANGAN, ZAMBOANGA DEL NORTE, 7112",Driving School - Main Office,02/17/2027,Active,Region IX
DS-23-0248309,DS-2020-00025-09,FL DRIVING SCHOOL - IPIL,0,20,10,30,"PRR MELODIA, Poblacion, IPIL (Capital), ZAMBOANGA SIBUGAY, 7001",Driving School - Main Office,08/08/2024,Expired,Region IX
DS-23-0248375,DS-2020-00031-09,CONZZA NEW ERA DRIVING SCHOOL,0,20,10,30,"BAGONG LIPUNAN, Poblacion, IPIL (Capital), ZAMBOANGA SIBUGAY, 7001",Driving School - Main Office,08/18/2024,Expired,Region IX
DS-23-0248396,DS-2025-00008-09,DANCHE DRIVING SCHOOL,0,57,112,169,"NATIONAL HIGHWAY, Turno, DIPOLOG CITY (Capital), ZAMBOANGA DEL NORTE, 7100",Driving School - Main Office,03/03/2027,Active,Region IX
DS-23-0248397,DS-2021-00010-09,ST. MICHAEL DRIVING SCHOOL,0,48,56,104,"POBLACION, Poblacion, SIOCON, ZAMBOANGA DEL NORTE, 7120",Driving School - Main Office,05/31/2023,Expired,Region IX
DS-23-0248467,DS-2020-00018-09,ZOOM DRIVING SCHOOL,0,40,10,50,"3RD FLOOR MERCADO BUILDING, Santa Lucia (Pob.), PAGADIAN CITY (Capital), ZAMBOANGA DEL SUR, 7016",Driving School - Main Office,03/01/2023,Expired,Region IX
DS-23-0273595,R09-23-006184,LTO DRIVER EDUCATION CENTER - DIPOLOG CITY,40,250,0,290,"-, Turno, DIPOLOG CITY (Capital), ZAMBOANGA DEL NORTE, 7100",Driving School - Main Office,05/04/2029,Active,Region IX
DS-23-0274676,GDS-2021-00001-09,DEC REGIONAL OFFICE IX,40,80,80,200,"VETERANS AVE, Barangay Zone III (Pob.), ZAMBOANGA CITY, ZAMBOANGA DEL SUR, 7000",Driving School - Main Office,05/07/2026,Active,Region IX
DS-24-0350922,DS-2020-00009-09,ABC-AEROSTAR DRIVING SCHOOL,0,46,58,104,"MAYOR JALDON STREET, Canelar, ZAMBOANGA CITY, ZAMBOANGA DEL SUR, 7000",Driving School - Main Office,06/03/2024,Expired,Region IX
DS-24-0364064,GDS-2020-00002-09,LTO DRIVER'S EDUCATION CENTER - IPIL DISTRICT OFFICE,40,80,3,123,"NATIONAL HIGHWAY, Poblacion, IPIL (Capital), ZAMBOANGA SIBUGAY, 7001",Driving School - Main Office,03/08/2026,Expired,Region IX
DS-24-0371937,R09-24-011584,LTO DRIVER'S EDUCATION CENTER - PAGADIAN,40,600,0,640,"CERILLES BLDG., Tiguma, PAGADIAN CITY (Capital), ZAMBOANGA DEL SUR, 7016",Driving School - Main Office,04/17/2026,Expired,Region IX
DS-24-0371966,R09-24-011585,LTO DRIVER'S EDUCATION CENTER - PAGADIAN (DEACTIVATED),40,80,80,200,"CERILLES BUILDING, Tiguma, PAGADIAN CITY (Capital), ZAMBOANGA DEL SUR, 7016",Driving School - Main Office,04/17/2024,Expired,Region IX
DS-24-0383752,R09-24-011744,DEC - SINDANGAN EXTENSION OFFICE,40,600,0,640,"ZAMORA, Disud, SINDANGAN, ZAMBOANGA DEL NORTE, 7112",Driving School - Main Office,05/23/2026,Active,Region IX
DS-24-0383768,R09-24-011774,DEC - ZAMBOANGA CITY LICENSING CENTER,40,80,80,200,"VETERANS AVENUE, Camino Nuevo, ZAMBOANGA CITY, ZAMBOANGA DEL SUR, 7000",Driving School - Main Office,05/23/2026,Active,Region IX
DS-24-0427134,R09-24-012847,DEC GUIPOS DISTRICT OFFICE REGION IX,40,48,56,200,"-,-, Poblacion (Guipos), GUIPOS, ZAMBOANGA DEL SUR, 7042",Driving School - Main Office,11/14/2026,Active,Region IX
DS-24-0431429,DS-2024-00012-09,ROADY DRIVING SCHOOL,0,48,168,216,"P-19, Poblacion, BUUG, ZAMBOANGA SIBUGAY, 7009",Driving School - Main Office,11/27/2026,Active,Region IX
DS-25-0482266,DS-2025-00005-09,FBA DRIVING SCHOOL,40,80,80,200,"-, Poblacion (Guipos), GUIPOS, ZAMBOANGA DEL SUR, 7042",Driving School - Main Office,02/17/2027,Active,Region IX
DS-20-0000899,DS-2020-00025-10,TL MABUHAY- GINGOOG,0,48,56,104,"BARANGAY 22-A GINGOOG CITY, Barangay 22-A (Pob.), GINGOOG CITY, MISAMIS ORIENTAL, 9014",Driving School - Main Office,05/12/2022,Expired,Region X
DS-20-0000908,DS-2020-00018-10,TL MABUHAY DRIVING SCHOOL LESSON ACADEMY INC- MAMBAJAO,40,48,56,200,"MASLOG BALBAGON, Balbagon, MAMBAJAO (Capital), CAMIGUIN, 9100",Driving School - Main Office,06/27/2026,Active,Region X
DS-20-0000910,DS-2020-00036-10,PLUS DRIVING SCHOOL,40,80,80,200,"SITIO KIHARE, Tankulan (Pob.), MANOLO FORTICH, BUKIDNON, 8703",Driving School - Main Office,07/24/2026,Active,Region X
DS-20-0000913,DS-2020-00024-10,TL MABUHAY DRIVING LESSON ACADEMY INC. (INITAO BRANCH),40,80,80,200,"P-13, Poblacion, INITAO, MISAMIS ORIENTAL, 9022",Driving School - Main Office,05/16/2026,Active,Region X
DS-20-0000915,DS-2020-00031-10,"ELLARINA TECHNICAL INSTITUTE, INC.",0,48,56,104,"ZONE-2, Poblacion, LAGUINDINGAN, MISAMIS ORIENTAL, 9019",Driving School - Main Office,05/18/2022,Expired,Region X
DS-20-0000938,DS-2020-00015-10,ILIGAN ACCESS INSTITUTE,40,80,80,200,"3/F, DELESTE BLDG., BADELLES ST., Palao, ILIGAN CITY, LANAO DEL NORTE, 9200",Driving School - Main Office,05/16/2024,Expired,Region X
DS-20-0000946,DS-2020-00002-10,PHILIPPINE COUNTRYVILLE COLLEGE (PCC),0,48,56,104,"PUROK-2B SAYRE HIGHWAY,PUROK-2B SAYRE HIGHWAY, Panadtalan, MARAMAG, BUKIDNON, 8714",Driving School - Main Office,05/10/2024,Expired,Region X
DS-20-0000947,DS-2020-00003-10,"MG8 SKILLS TRAINING CENTER, INC.",40,80,80,200,"P-4, SUAN VILLAGE, Bulod, TUBOD (Capital), LANAO DEL NORTE, 9209",Driving School - Main Office,05/16/2026,Active,Region X
DS-20-0000952,DS-2020-00014-10,SUNRISE BCC DRIVING SCHOOL,40,40,40,120,"SABAYLE ST., Saray-Tibanga, ILIGAN CITY, LANAO DEL NORTE, 9200",Driving School - Main Office,04/29/2026,Active,Region X
DS-20-0000961,DS-2020-00034-10,LORENZ INTERNATIONAL SKILLS TRAINING ACADEMY,40,48,56,200,"NATIONAL HIGHWAY, Barangay 24-A (Pob.), GINGOOG CITY, MISAMIS ORIENTAL, 9014",Driving School - Main Office,09/24/2026,Active,Region X
DS-20-0000971,DS-2020-00004-10,PRINCE DRIVING SCHOOL,40,80,80,200,"PUROK-17 POBLACION, HAGKOL SAYRE HIGHWAY, Poblacion, CITY OF VALENCIA, BUKIDNON, 8709",Driving School - Main Office,05/16/2026,Active,Region X
DS-20-0000989,DS-2020-00023-10,BLEST DRIVING SCHOOL,40,80,80,200,"PUROK 4A, Don Carlos Norte, DON CARLOS, BUKIDNON, 8712",Driving School - Main Office,06/27/2026,Active,Region X
DS-20-0001006,DS-2020-00038-10,QUICK LEARN TECHNICAL INC- MALAYBALAY,40,40,40,120,"NATIONAL HIGHWAY, Casisang, CITY OF MALAYBALAY (Capital), BUKIDNON, 8700",Driving School - Main Office,08/21/2026,Active,Region X
DS-20-0001012,DS-2020-00017-10,QUICK LEARN TECHNICAL INC- MAIN OFFICE,40,40,40,120,"P-3, NORTH POBLACION, North Poblacion, MARAMAG, BUKIDNON, 8714",Driving School - Main Office,05/16/2026,Active,Region X
DS-20-0001036,DS-2020-00037-10,NCMC (NORTH CENTRAL MINDANAO COLLEGE),40,80,80,200,"PK LEMON TREE LDN, Maranding, LALA, LANAO DEL NORTE, 9211",Driving School - Main Office,08/19/2026,Active,Region X
DS-20-0001066,DS-2020-00035-10,BUKIDNON INSTITUTE FOR TECHNICAL EDUCATION (BITE),40,48,56,200,"SAYRE HIGHWAY WEST KIBAWE, KIBAWE, BUKIDNON, West Kibawe (Pob.), KIBAWE, BUKIDNON, 8720",Driving School - Main Office,08/06/2026,Active,Region X
DS-20-0001215,DS-2020-00001-12,TL MABUHAY DRIVING LESSONS ACADEMY INC- OROQUIETA,40,80,80,200,"M.H. DEL PILAR, Langcangan Lower, OROQUIETA CITY (Capital), MISAMIS OCCIDENTAL, 7207",Driving School - Main Office,06/24/2026,Active,Region X
DS-20-0001218,DS-2020-00019-10,TL MABUHAY DRIVING LESSON ACADEMY INC. -MALAYBALAY CITY,0,48,56,104,"P-3 SAWMILL, Barangay 9 (Pob.), CITY OF MALAYBALAY (Capital), BUKIDNON, 8700",Driving School - Main Office,05/12/2022,Expired,Region X
DS-20-0001226,DS-2020-00029-10,TL MABUHAY DRIVING LESSON ACADEMY INC- TANGUB,0,80,80,160,"OSMEÑA STREET,OSMEÑA STREET, Santa Cruz, TANGUB CITY, MISAMIS OCCIDENTAL, 7214",Driving School - Main Office,06/24/2026,Active,Region X
DS-20-0001247,DS-2020-00028-10,TL MABUHAY DRIVING LESSON ACADEMY INC. - OZAMIZ,40,80,80,200,"DON BERNARDINO AVE.,DON BERNARDINO AVE., Carmen (Misamis Annex), OZAMIS CITY, MISAMIS OCCIDENTAL, 7200",Driving School - Main Office,06/27/2026,Active,Region X
DS-20-0001385,DS-2020-00033-10,"OUR LADY OF TRIUMPH INSTITUTE OF TECHNOLOGY, INC.",40,48,56,200,"BANADERO HIGHWAY,BANADERO HIGHWAY, Banadero (Pob.), OZAMIS CITY, MISAMIS OCCIDENTAL, 7200",Driving School - Main Office,08/06/2026,Active,Region X
DS-20-0004380,DS-2020-00032-10,LAND DRIVING SCHOOL,40,80,80,200,"4TH EAST ROSARIO HEIGHTS, Tubod, ILIGAN CITY, LANAO DEL NORTE, 9200",Driving School - Main Office,05/16/2026,Active,Region X
DS-21-0005585,DS-2020-00052-10,BP DRIVING SCHOOL,0,80,40,120,"PROPIA STREET.,, Sumpong, CITY OF MALAYBALAY (Capital), BUKIDNON, 8700",Driving School - Main Office,12/09/2026,Active,Region X
DS-21-0005801,DS-2021-00002-10,"ARMA TECHNICAL VOCATIONAL TRAINING SCHOOL, INC",0,48,56,104,"P-7 BLISS, Lapasan, CLARIN, MISAMIS OCCIDENTAL, 7201",Driving School - Main Office,01/11/2023,Expired,Region X
DS-21-0006695,DS202000005-10,MONA DRIVING SCHOOL ILIGAN CITY,0,48,56,104,"ROSARIO HEIGHTS, Tubod, ILIGAN CITY, LANAO DEL NORTE, 9200",Driving School - Main Office,05/11/2022,Expired,Region X
DS-21-0007023,DS20200000410,PRINCE DRIVING SHOOL,0,48,56,104,"123,123, Poblacion, CITY OF VALENCIA, BUKIDNON, 8709",Driving School - Main Office,05/09/2023,Expired,Region X
DS-21-0007363,DS-2020-00047-10,BLEST DRIVING AND TRAINING CENTER INC,40,80,80,200,"PUROK 4, Anahawon, MARAMAG, BUKIDNON, 8714",Driving School - Main Office,12/09/2026,Active,Region X
DS-21-0008339,DS-2021-00006-10,K SHINE STAR DRIVING SCHOOL(GINGOOG BRANCH),0,48,56,104,"IGM BLDG. MOTOOMULL ST., Barangay 22-A (Pob.), GINGOOG CITY, MISAMIS ORIENTAL, 9014",Driving School - Main Office,03/05/2023,Expired,Region X
DS-21-0011749,R00-21-002290,SALVADOR TRADE SCHOOL,40,48,56,200,"PUROK 1, Poblacion, SALVADOR, LANAO DEL NORTE, 9212",Driving School - Main Office,02/15/2026,Expired,Region X
DS-21-0011752,R00-21-002291,REGIONAL TRAINING CENTER - TAGOLOAN,40,48,56,200,"-, Santa Cruz, TAGOLOAN, MISAMIS ORIENTAL, 9001",Driving School - Main Office,02/22/2026,Expired,Region X
DS-21-0011793,R00-21-002292,TESDA - OROQUIETA AGRO-INDUSTRIAL SCHOOL (OAIS),40,80,80,200,"PUROK-3, Villaflor, OROQUIETA CITY (Capital), MISAMIS OCCIDENTAL, 7207",Driving School - Main Office,06/18/2024,Expired,Region X
DS-21-0011795,R00-21-002294,PROVINCIAL TRAINING  CENTER - BUKIDNON,40,80,80,200,"HAGKOL, Poblacion, CITY OF VALENCIA, BUKIDNON, 8709",Driving School - Main Office,07/18/2023,Expired,Region X
DS-21-0011796,R00-21-002295,PROVINCIAL TRAINING  CENTER - MISAMIS OCCIDENTAL,40,80,80,200,"-, Panalsalan, PLARIDEL, MISAMIS OCCIDENTAL, 7209",Driving School - Main Office,03/05/2026,Expired,Region X
DS-21-0011797,R00-21-002296,REGIONAL TRAINING CENTER - ILIGAN,40,80,80,200,"-, Maria Cristina, ILIGAN CITY, LANAO DEL NORTE, 9200",Driving School - Main Office,04/02/2026,Expired,Region X
DS-21-0011798,R00-21-002297,TESDA - LANAO NORTE NATIONAL AGRO-INDUSTRIAL SCHOOL (LNNAIS),40,80,80,200,"-, Bualan, TUBOD (Capital), LANAO DEL NORTE, 9209",Driving School - Main Office,03/08/2025,Expired,Region X
DS-21-0011799,R00-21-002298,TESDA PROVINCIAL TRAINING CENTER - LANAO DEL NORTE,0,48,56,104,"-, Poblacion, TUBOD (Capital), LANAO DEL NORTE, 9209",Driving School - Main Office,07/19/2023,Expired,Region X
DS-21-0012318,R00-21-002354,CAMIGUIN SCHOOL OF ARTS AND TRADES,40,48,56,200,"LUMAD, Poblacion, MAMBAJAO (Capital), CAMIGUIN, 9100",Driving School - Main Office,05/02/2026,Active,Region X
DS-21-0013716,R00-21-002482,TESDA - KINOGUITAN NATIONAL AGRICULTURAL SCHOOL (KNAS),40,80,80,200,"-, Buko, KINOGUITAN, MISAMIS ORIENTAL, 9010",Driving School - Main Office,02/23/2026,Expired,Region X
DS-21-0022374,05-2021-00003-10,MISAMIS OCCIDENTAL TECHNOLOGICAL INSTITUTE,0,48,56,104,"C. PASTRANO ST., Poblacion I, OROQUIETA CITY (Capital), MISAMIS OCCIDENTAL, 7207",Driving School - Main Office,10/01/2022,Expired,Region X
DS-21-0028919,-,PLUS DRIVING SCHOOL,0,48,56,104,"KIHARE TANKULAN MANOLO FORTICH BUKIDNON ,KIHARE TANKULAN MANOLO FORTICH BUKIDNON, Tankulan (Pob.), MANOLO FORTICH, BUKIDNON, 8703",Driving School - Main Office,,Pending,Region X
DS-21-0030045,DS-2020-00050-10,DATS ACTUAL TECHNICAL TRAINING CENTER INC- MALAYBALAY,40,40,40,120,"FORTICH STREET.,,FORTICH STREET.,, Barangay 3 (Pob.), CITY OF MALAYBALAY (Capital), BUKIDNON, 8700",Driving School - Main Office,11/20/2024,Expired,Region X
DS-21-0030165,-,FOUR J AND E DRIVING SCHOOL,0,48,56,104,"DOOR 2 RNB BUILDING, Tankulan (Pob.), MANOLO FORTICH, BUKIDNON, 8703",Driving School - Main Office,,Pending,Region X
DS-21-0030831,-,ODYSSEY DRIVING SCHOOL MALAYBALAY,0,48,56,104,"RRN CONSTRUCTION BLDG, MARKET SITE, Barangay 9 (Pob.), CITY OF MALAYBALAY (Capital), BUKIDNON, 8700",Driving School - Main Office,,Pending,Region X
DS-21-0031113,DS20200005310,LAND DRIVING SCHOOL,0,48,56,104,"PUROK 5,, Poblacion, TUBOD (Capital), LANAO DEL NORTE, 9209",Driving School - Main Office,12/14/2021,Expired,Region X
DS-21-0031180,-,"MAQS TRAINING CENTER FOUNDATION, INC.",0,48,56,104,"18 PURDUE STREET, CELDRAN VILLAGE, TUBOD, ILIGAN CITY, Tubod, ILIGAN CITY, LANAO DEL NORTE, 9200",Driving School - Main Office,,Pending,Region X
DS-21-0031715,-,"MAQS TRAINING CENTER FOUNDATION, INC.",0,48,56,104,"18 PURDUE STREET, CELDRAN VILLAGE, TUBOD, ILIGAN CITY, Tubod, ILIGAN CITY, LANAO DEL NORTE, 9200",Driving School - Main Office,,Pending,Region X
DS-21-0032328,R00-21-003227,TESDA - OROQUIETA AGRO-INDUSTRIAL SCHOOL (OAIS),0,48,56,104,"-, Villaflor, OROQUIETA CITY (Capital), MISAMIS OCCIDENTAL, 7207",Driving School - Main Office,11/26/2023,Expired,Region X
DS-21-0032343,R00-21-003184,REGIONAL TRAINING CENTER (RTC) - TAGOLOAN,0,48,56,104,"-, Santa Cruz, TAGOLOAN, MISAMIS ORIENTAL, 9001",Driving School - Main Office,11/26/2023,Expired,Region X
DS-21-0032347,R00-21-003186,TESDA PROVINCIAL TRAINING CENTER - LANAO DEL NORTE,40,80,80,200,"-, Poblacion, TUBOD (Capital), LANAO DEL NORTE, 9209",Driving School - Main Office,04/11/2026,Expired,Region X
DS-21-0032348,R00-21-003187,TESDA LANAO NORTE NATIONAL AGRO-INDUSTRIAL SCHOOL (LNNAIS),0,48,56,104,"-, Bualan, TUBOD (Capital), LANAO DEL NORTE, 9209",Driving School - Main Office,11/26/2023,Expired,Region X
DS-22-0035046,-,PRINCE DRIVING SCHOOL,0,48,56,104,"P17,HAGKOL, Poblacion, CITY OF VALENCIA, BUKIDNON, 8709",Driving School - Main Office,,Pending,Region X
DS-22-0035456,-,DATS ACTUAL TECHNICAL TRAINING CENTER INC,0,48,56,104,"FORTICH ST, BARANGAY 3, MALAYBALAY CITY, BUKIDNON,FORTICH ST, BARANGAY 3, MALAYBALAY CITY, BUKIDNON, Barangay 3 (Pob.), CITY OF MALAYBALAY (Capital), BUKIDNON, 8700",Driving School - Main Office,,Pending,Region X
DS-22-0035466,-,"LORENZ INTERNATIONAL SKILLS TRAINING ACADEMY, INC.",0,48,56,104,"FJY BUILDING NATIONAL HIGHWAY , Barangay 24-A (Pob.), GINGOOG CITY, MISAMIS ORIENTAL, 9014",Driving School - Main Office,,Pending,Region X
DS-22-0035494,-,MOIST DRIVING SCHOOL,0,48,56,104,"STA. CRUZ, COGON BALINGASAG, MISAMIS ORIENTAL ,STA. CRUZ, COGON BALINGASAG, MISAMIS ORIENTAL, Cogon, BALINGASAG, MISAMIS ORIENTAL, 9005",Driving School - Main Office,,Pending,Region X
DS-22-0035642,-,QUICKLEARN TECHNICAL INC.,0,48,56,104,"PUROK 2, SAYRE HIGHWAY, NORTH POBLACION,MARAMAG,BUKIDNON,8714,PUROK 2, SAYRE HIGHWAY, NORTH POBLACION,MARAMAG,BUKIDNON,8714, North Poblacion, MARAMAG, BUKIDNON, 8714",Driving School - Main Office,,Pending,Region X
DS-22-0035716,-,MONA DRIVING SCHOOL KIBAWE,0,48,56,104,"PUROK 5 WEST KIBAWE, West Kibawe (Pob.), KIBAWE, BUKIDNON, 8720",Driving School - Main Office,,Pending,Region X
DS-22-0035733,-,AIM DRIVING SCHOOL,0,48,56,104,"3RD FLR. GRANDWAY BUILDING DON ANSELMO, Catadman-Manabay, OZAMIS CITY, MISAMIS OCCIDENTAL, 7200",Driving School - Main Office,,Pending,Region X
DS-22-0036789,DS-2020-00041-10,ODYSSEY DRIVING SCHOOL MALAYBALAY,0,48,56,104,"SAN VICTORES ST., Barangay 9 (Pob.), CITY OF MALAYBALAY (Capital), BUKIDNON, 8700",Driving School - Main Office,09/21/2024,Expired,Region X
DS-22-0036806,DS-2020-00020-10,TL MABUHAY DRIVING LESSON- VALENCIA,40,80,80,200,"P-17 HAGKOL, Poblacion, CITY OF VALENCIA, BUKIDNON, 8709",Driving School - Main Office,05/16/2026,Active,Region X
DS-22-0036814,DS-2020-00003610,PLUS DRIVING SCHOOL,0,48,56,104,"SITIO KIHARE, Tankulan (Pob.), MANOLO FORTICH, BUKIDNON, 8703",Driving School - Main Office,08/17/2022,Expired,Region X
DS-22-0037721,DS-2020-00045-10,MAIGO TECHNICAL VOCATIONAL TRAINING CENTER INC.,40,40,40,120,"PUROK 2, Labuay, MAIGO, LANAO DEL NORTE, 9206",Driving School - Main Office,11/20/2024,Expired,Region X
DS-22-0040733,R00-22-003563,TESDA PROVINCIAL TRAINING CENTER - MISAMIS ORIENTAL,40,80,80,200,"-,-, Poblacion, LIBERTAD, MISAMIS ORIENTAL, 9021",Driving School - Main Office,02/23/2026,Expired,Region X
DS-22-0041968,-,LAND DRIVING SHCOOL - TUBOD,0,48,56,104,"PUROK 5A - TCES, POBLACION, TUBOD, LANAO DEL NORTE, Poblacion, TUBOD (Capital), LANAO DEL NORTE, 9209",Driving School - Main Office,,Pending,Region X
DS-22-0044354,DS-2020-00051-10,AIM DRIVING SCHOOL,40,80,80,200,"3RD FLOOR GRANDWAY BUILDING DON ANSELMO BERNAD AVE., Catadman-Manabay, OZAMIS CITY, MISAMIS OCCIDENTAL, 7200",Driving School - Main Office,11/20/2026,Active,Region X
DS-22-0045322,-,"MAQS TRAINING CENTER FOUNDATION, INC.",0,48,56,104,"18TH, PURDUE STREET, CELDRAN VILLAGE, BRGY., TUBOD, ILIGAN CITY, Santiago, ILIGAN CITY, LANAO DEL NORTE, 9200",Driving School - Main Office,,Pending,Region X
DS-22-0045529,-,CITE DRIVING SCHOOL,0,48,56,104,"SAYRE HIGHWAY WEST KIBAWE,KIBAWE, BUKIDNON, West Kibawe (Pob.), KIBAWE, BUKIDNON, 8720",Driving School - Main Office,,Pending,Region X
DS-22-0048144,R00-22-003726,TESDA PROVINCIAL TRAINING CENTER (PTC) - CAMIGUIN,0,48,56,104,"--,--, Compol, CATARMAN, CAMIGUIN, 9104",Driving School - Main Office,03/07/2024,Expired,Region X
DS-22-0062909,-,MISAMIS OCCIDENTAL TECHNOLOGICAL INSTITUTE,0,48,56,104,"CIRIACO PASTRANO STREET, Poblacion I, OROQUIETA CITY (Capital), MISAMIS OCCIDENTAL, 7207",Driving School - Main Office,,Pending,Region X
DS-22-0100199,05-2020-00049-10,PL DRIVING SCHOOL,40,80,80,200,"AGORA COMPLEX, Poblacion, TUBOD (Capital), LANAO DEL NORTE, 9209",Driving School - Main Office,11/20/2026,Active,Region X
DS-22-0215604,DS-2021-00010-10,MONA DRIVING SCHOOL - KIBAWE BUKIDNON,40,80,80,200,"P-5, West Kibawe (Pob.), KIBAWE, BUKIDNON, 8720",Driving School - Main Office,03/15/2026,Expired,Region X
DS-23-0250330,DS-2021-00009-1012,SANTA FE DRIVING SCHOOL - BALINGASAG,0,48,56,104,"NATIONAL ROAD, Barangay 5 (Pob.), BALINGASAG, MISAMIS ORIENTAL, 9005",Driving School - Main Office,05/02/2025,Expired,Region X
DS-23-0250423,DS-2022-00007-10,GEMINI DRIVING SCHOOL INC.,40,48,56,200,"PUROK 4, Poblacion, ALUBIJID, MISAMIS ORIENTAL, 9018",Driving School - Main Office,07/01/2026,Active,Region X
DS-23-0250460,DS-2020-000510-10,AIM DRIVING SCHOOL,0,48,56,104,"NATIONAL ROAD, Catadman-Manabay, OZAMIS CITY, MISAMIS OCCIDENTAL, 7200",Driving School - Main Office,03/07/2023,Expired,Region X
DS-23-0250492,DS-2022-00003-10,MINDANAO TECHNICAL TRAINING ACADEMY INC.,0,320,160,480,"PUROK 5, North Poblacion, MARAMAG, BUKIDNON, 8714",Driving School - Main Office,06/27/2026,Active,Region X
DS-23-0250496,DS-2020-00042-10,QUICKLEARN TECHNICAL INC- VALENCIA,40,80,80,200,"P-2, North Poblacion, MARAMAG, BUKIDNON, 8714",Driving School - Main Office,06/02/2027,Active,Region X
DS-23-0259811,DS-2020-00048-10,MISAMIS ORENTAL INSTITUTE OF SCIENCE AND TECHNOLOGY,40,80,80,200,"STA CRUZ, Cogon, BALINGASAG, MISAMIS ORIENTAL, 9005",Driving School - Main Office,11/14/2024,Expired,Region X
DS-23-0259850,DS-2022-00004-10,MON-ARCH DRIVING SCHOOL,40,80,80,200,"PUROK 17C, Poblacion, CITY OF VALENCIA, BUKIDNON, 8709",Driving School - Main Office,05/16/2026,Active,Region X
DS-24-0400855,DS-2021-00008-10,MAQS TRAINING CENTER FOUNDATION INC,40,40,40,120,"18 PURDUE STREET, CELDRAN VILLAGE, Tubod, ILIGAN CITY, LANAO DEL NORTE, 9200",Driving School - Main Office,08/05/2026,Active,Region X
DS-24-0414047,DS-2024-00001-10,DRIVETEK DRIVING SCHOOL,0,148,189,337,"C8, 3RD FLOOR, PARK AVENUE BLDG., CITY HALL DRIVE, PUROK 8, Aguada (Pob.), OZAMIS CITY, MISAMIS OCCIDENTAL, 7200",Driving School - Main Office,09/09/2026,Active,Region X
DS-24-0429539,DS-2024-00002-10,MONA DRIVING SCHOOL - GINGOOG,40,80,80,200,"IGM BUILDING MOTOOMULL STREET, Barangay 22-A (Pob.), GINGOOG CITY, MISAMIS ORIENTAL, 9014",Driving School - Main Office,11/12/2026,Active,Region X
DS-25-0450696,DS-2025-00001-10,LAND DRIVING SCHOOL - BALINGASAG,40,48,56,200,"-, Waterfall, BALINGASAG, MISAMIS ORIENTAL, 9005",Driving School - Main Office,01/28/2027,Active,Region X
DS-25-0458703,DS-2025-00002-10,"A3 GOLD C ALL IN ONE, ONE STOP SHOP INC.",0,80,80,0,"LTO EXTENSION OFFICE COMPOUND - REGION 10, PUROK 3, Bolobolo, CITY OF EL SALVADOR, MISAMIS ORIENTAL, 9017",Driving School - Main Office,04/10/2027,Active,Region X
DS-21-0011092,R00-21-002199,SAN ISIDRO MANPOWER TRAINING CENTER (SIMTRAC),0,48,56,104,"-, Manikling, SAN ISIDRO, DAVAO ORIENTAL, 8209",Driving School - Main Office,07/03/2023,Expired,Region XI
